Id,TURNO_MATRICULA,SITUACAO_CIVIL_ALUNO,SEXO_ALUNO,DATA_CADASTRO_REQUERIMENTO,MOTIVO_REQUERIMENTO,TURMA,AREA_TURMA
657,Noturno,Solteiro(a),Masculino,2016-05-03,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
658,Noturno,Solteiro(a),Masculino,2016-05-03,Motivo de Trabalho,Curso Superior de Tecnologia em Segurança da Informação - IV Módulo,Informática
659,Vespertino,Solteiro(a),Masculino,2016-05-02,Outros Motivos,Oficina: Formação para a Fábrica de Software Metodologias e Arquitetura,Comp p/ CHE
660,Vespertino,Solteiro(a),Feminino,2016-05-02,Outros Motivos,Oficina: Formação para a Fábrica de Software Metodologias e Arquitetura,Comp p/ CHE
661,Vespertino,Solteiro(a),Masculino,2016-05-02,Outros Motivos,Oficina: Formação para a Fábrica de Software Metodologias e Arquitetura,Comp p/ CHE
662,Vespertino,Solteiro(a),Masculino,2016-05-02,Outros Motivos,Oficina: Formação para a Fábrica de Software Metodologias e Arquitetura,Comp p/ CHE
663,Vespertino,Outros,Masculino,2016-05-02,Outros Motivos,Oficina: Formação para a Fábrica de Software Metodologias e Arquitetura,Comp p/ CHE
664,Matutino,Casado(a),Feminino,2016-04-29,Outros Motivos,Superior de Tecnologia em Design Gráfico - III MÓDULO,Design
665,Matutino,Solteiro(a),Feminino,2016-04-29,Outros Motivos,Superior de Tecnologia em Design Gráfico - III MÓDULO,Design
666,Noturno,Solteiro(a),Masculino,2016-04-28,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - III MÓDULO,Design
667,Noturno,Solteiro(a),Masculino,2016-04-28,Motivo de Saúde,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
668,Matutino,Solteiro(a),Masculino,2016-04-27,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
669,Noturno,Solteiro(a),Feminino,2016-04-25,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - III Módulo,Informática
670,Noturno,Solteiro(a),Masculino,2016-04-20,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
671,Matutino,Solteiro(a),Masculino,2016-04-20,Outros Motivos,Curso Superior de Tecnologia em Jogos Digitais - III Módulo,Informática
672,Matutino,Solteiro(a),Masculino,2016-04-20,Outros Motivos,Curso Superior de Tecnologia em Jogos Digitais - III Módulo,Informática
673,Matutino,Outros,Masculino,2016-04-18,Motivo de Trabalho,Curso Superior de Tecnologia em Design Gráfico - V MÓDULO,Design
674,Noturno,Solteiro(a),Masculino,2016-04-18,Motivo de Trabalho,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - V Módulo,Informática
675,Noturno,Casado(a),Masculino,2016-04-09,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - III Módulo,Informática
676,Noturno,Casado(a),Masculino,2016-04-07,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
677,Noturno,Solteiro(a),Masculino,2016-04-05,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
678,Noturno,Solteiro(a),Masculino,2016-04-05,Motivo de Trabalho,Curso Superior de Tecnologia em Segurança da Informação - II Módulo,Informática
679,Noturno,Casado(a),Masculino,2016-04-04,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
680,Matutino,Solteiro(a),Masculino,2016-04-04,Motivo de Estudo,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - II Módulo,Informática
681,Matutino,Solteiro(a),Masculino,2016-04-04,Motivo de Saúde,Curso Superior de Tecnologia em Jogos Digitais - IV Módulo,Informática
682,Noturno,Casado(a),Masculino,2016-04-01,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
683,Noturno,Solteiro(a),Masculino,2016-03-31,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
684,Noturno,Solteiro(a),Masculino,2016-03-31,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
685,Matutino,Solteiro(a),Masculino,2016-03-31,Motivo de Saúde,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - IV Módulo,Informática
686,Matutino,Solteiro(a),Masculino,2016-03-30,Motivo de Saúde,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
687,Noturno,Solteiro(a),Masculino,2016-03-30,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
688,Noturno,Solteiro(a),Masculino,2016-03-30,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
689,Matutino,Casado(a),Masculino,2016-03-29,Motivo de Trabalho,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - II Módulo,Informática
690,Noturno,Casado(a),Feminino,2016-03-28,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - III MÓDULO,Gestäo
691,Noturno,Solteiro(a),Feminino,2016-03-28,Motivo de Saúde,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - III MÓDULO,Meio Ambiente (Ambiente e Saúde)
692,Noturno,Casado(a),Masculino,2016-03-28,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - II Módulo,Informática
693,Noturno,Solteiro(a),Masculino,2016-03-23,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - III MÓDULO,Meio Ambiente (Ambiente e Saúde)
694,Matutino,Solteiro(a),Masculino,2016-03-18,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - III MÓDULO,Design
695,Noturno,Solteiro(a),Masculino,2016-03-18,Outros Motivos,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - III Módulo,Informática
696,Noturno,Solteiro(a),Masculino,2016-03-17,Outros Motivos,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - III Módulo,Informática
697,Noturno,Solteiro(a),Masculino,2016-03-17,Motivo de Trabalho,Curso Superior de Tecnologia em Segurança da Informação - III Módulo,Informática
698,Noturno,Solteiro(a),Masculino,2016-03-16,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
699,Noturno,Solteiro(a),Feminino,2016-03-16,Motivo de Trabalho,Curso Superior de Tecnologia em Segurança da Informação - IV Módulo,Informática
700,Matutino,Solteiro(a),Masculino,2016-03-15,Outros Motivos,Curso Superior de Tecnologia em Jogos Digitais - III Módulo,Informática
701,Noturno,Solteiro(a),Masculino,2016-03-15,Motivo de Viagens,Curso Superior de Tecnologia em Segurança da Informação - II Módulo,Informática
702,Noturno,Solteiro(a),Masculino,2016-03-11,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
703,Matutino,Solteiro(a),Masculino,2016-03-10,Mudança de Município,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
704,Matutino,Solteiro(a),Masculino,2016-03-10,Outros Motivos,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - II Módulo,Informática
705,Noturno,Solteiro(a),Masculino,2016-03-09,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
706,Noturno,Solteiro(a),Feminino,2016-03-08,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
707,Matutino,Solteiro(a),Masculino,2016-03-08,Motivo de Trabalho,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - III Módulo,Informática
708,Matutino,Solteiro(a),Masculino,2016-03-08,Mudança de Município,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - III Módulo,Informática
709,Noturno,Outros,Feminino,2016-03-07,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
710,Noturno,Solteiro(a),Masculino,2016-03-04,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
711,Matutino,Solteiro(a),Feminino,2016-03-04,Motivo de Estudo,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - II Módulo,Informática
712,Noturno,Casado(a),Masculino,2016-03-03,Motivo de Viagens,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - III MÓDULO,Gestäo
713,Noturno,Solteiro(a),Feminino,2016-03-03,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
714,Noturno,Solteiro(a),Masculino,2016-02-27,Transferência de Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
715,Noturno,Solteiro(a),Masculino,2016-02-27,Transferência de Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
716,Noturno,Solteiro(a),Masculino,2016-02-27,Transferência de Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
717,Noturno,Solteiro(a),Masculino,2016-02-27,Transferência de Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
718,Noturno,Divorciado(a),Masculino,2016-02-27,Transferência de Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
719,Noturno,Solteiro(a),Masculino,2016-02-27,Transferência de Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
720,Noturno,Solteiro(a),Masculino,2016-02-27,Transferência de Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
721,Noturno,Casado(a),Masculino,2016-02-27,Motivo de Viagens,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
722,Noturno,Solteiro(a),Masculino,2016-02-27,Transferência de Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
723,Noturno,Solteiro(a),Masculino,2016-02-27,Transferência de Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
724,Noturno,Solteiro(a),Masculino,2016-02-27,Transferência de Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
725,Noturno,Solteiro(a),Masculino,2016-02-27,Transferência de Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
726,Matutino,Solteiro(a),Masculino,2016-02-26,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - III MÓDULO,Design
727,Noturno,Solteiro(a),Feminino,2016-02-26,Transferência de Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
728,Matutino,Solteiro(a),Masculino,2016-02-26,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
729,Noturno,Solteiro(a),Masculino,2016-02-25,Cancelamento da Programação,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
730,Noturno,Casado(a),Masculino,2016-02-24,Motivo de Estudo,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
731,Noturno,Solteiro(a),Feminino,2016-02-24,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
732,Matutino,Solteiro(a),Feminino,2016-02-24,Cancelamento da Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
733,Noturno,Solteiro(a),Masculino,2016-02-24,Cancelamento da Programação,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
734,Noturno,Solteiro(a),Masculino,2016-02-23,Motivo de Saúde,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
735,Noturno,Solteiro(a),Masculino,2016-02-23,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
736,Matutino,Solteiro(a),Masculino,2016-02-23,Cancelamento da Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
737,Noturno,Solteiro(a),Masculino,2016-02-23,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
738,Noturno,Solteiro(a),Masculino,2016-02-23,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
739,Matutino,Solteiro(a),Masculino,2016-02-23,Cancelamento da Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
740,Matutino,Solteiro(a),Masculino,2016-02-23,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
741,Matutino,Solteiro(a),Masculino,2016-02-23,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
742,Matutino,Solteiro(a),Masculino,2016-02-23,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
743,Matutino,Solteiro(a),Masculino,2016-02-23,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
744,Matutino,Solteiro(a),Masculino,2016-02-23,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
745,Matutino,Solteiro(a),Masculino,2016-02-23,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
746,Matutino,Solteiro(a),Masculino,2016-02-23,Outros Motivos,Curso Superior de Tecnologia em Jogos Digitais - III Módulo,Informática
747,Noturno,Solteiro(a),Masculino,2016-02-23,Cancelamento da Programação,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
748,Noturno,Solteiro(a),Masculino,2016-02-23,Cancelamento da Programação,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
749,Noturno,Solteiro(a),Masculino,2016-02-23,Cancelamento da Programação,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
750,Noturno,Solteiro(a),Masculino,2016-02-23,Cancelamento da Programação,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
751,Noturno,Solteiro(a),Masculino,2016-02-22,Motivo de Saúde,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
752,Noturno,Solteiro(a),Masculino,2016-02-22,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
753,Matutino,Solteiro(a),Feminino,2016-02-22,Cancelamento da Programação,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
754,Matutino,Solteiro(a),Feminino,2016-02-22,Outros Motivos,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - II Módulo,Informática
755,Matutino,Solteiro(a),Masculino,2016-02-22,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
756,Matutino,Solteiro(a),Feminino,2016-02-22,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
757,Matutino,Solteiro(a),Masculino,2016-02-22,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
758,Matutino,Solteiro(a),Masculino,2016-02-22,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
759,Matutino,Solteiro(a),Masculino,2016-02-22,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
760,Matutino,Solteiro(a),Masculino,2016-02-22,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
761,Matutino,Solteiro(a),Feminino,2016-02-22,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
762,Matutino,Solteiro(a),Masculino,2016-02-22,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
763,Matutino,Solteiro(a),Masculino,2016-02-22,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo I,Informática
764,Noturno,Solteiro(a),Masculino,2016-02-22,Cancelamento da Programação,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
765,Noturno,Casado(a),Masculino,2016-02-22,Cancelamento da Programação,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
766,Noturno,Casado(a),Masculino,2016-02-22,Cancelamento da Programação,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
767,Noturno,Solteiro(a),Masculino,2016-02-22,Cancelamento da Programação,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
768,Noturno,Solteiro(a),Masculino,2016-02-22,Cancelamento da Programação,Curso Superior de Tecnologia em Segurança da Informação - Módulo I,Informática
769,Matutino,Solteiro(a),Masculino,2016-02-20,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
770,Matutino,Solteiro(a),Masculino,2016-02-17,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
771,Matutino,Solteiro(a),Masculino,2016-02-16,Motivo de Saúde,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
772,Matutino,Solteiro(a),Masculino,2016-02-16,Motivo de Trabalho,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - V Módulo,Informática
773,Matutino,Solteiro(a),Masculino,2016-02-15,Motivo de Saúde,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
774,Noturno,Solteiro(a),Masculino,2016-02-15,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
775,Noturno,Solteiro(a),Masculino,2016-02-12,Mudança de Município,Curso Superior de Tecnologia em Segurança da Informação - IV Módulo,Informática
776,Noturno,Solteiro(a),Masculino,2016-02-11,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL -  MÓDULO I,Meio Ambiente (Ambiente e Saúde)
777,Noturno,Solteiro(a),Masculino,2016-02-11,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
778,Noturno,Solteiro(a),Masculino,2016-02-10,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL -  MÓDULO I,Meio Ambiente (Ambiente e Saúde)
779,Matutino,Casado(a),Masculino,2016-02-10,Outros Motivos,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - V Módulo,Informática
780,Noturno,Solteiro(a),Masculino,2016-02-05,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
781,Noturno,Solteiro(a),Masculino,2016-02-05,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
782,Noturno,Solteiro(a),Masculino,2016-02-04,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - IV Módulo,Informática
783,Matutino,Solteiro(a),Masculino,2016-02-03,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
784,Noturno,Solteiro(a),Masculino,2016-02-03,Outros Motivos,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - III Módulo,Informática
785,Matutino,Solteiro(a),Masculino,2016-02-03,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
786,Matutino,Solteiro(a),Masculino,2016-02-03,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
787,Matutino,Solteiro(a),Masculino,2016-02-03,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
788,Matutino,Solteiro(a),Masculino,2016-02-03,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
789,Noturno,Solteiro(a),Masculino,2016-02-03,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - IV Módulo,Informática
790,Matutino,Solteiro(a),Masculino,2016-02-02,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
791,Noturno,Solteiro(a),Feminino,2016-02-02,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL -  MÓDULO I,Meio Ambiente (Ambiente e Saúde)
792,Noturno,Solteiro(a),Feminino,2016-02-02,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL -  MÓDULO I,Meio Ambiente (Ambiente e Saúde)
793,Noturno,Solteiro(a),Masculino,2016-02-02,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL -  MÓDULO I,Meio Ambiente (Ambiente e Saúde)
794,Noturno,Solteiro(a),Masculino,2016-02-02,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
795,Matutino,Solteiro(a),Masculino,2016-02-02,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
796,Matutino,Solteiro(a),Feminino,2016-02-02,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
797,Matutino,Solteiro(a),Masculino,2016-02-02,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
798,Matutino,Solteiro(a),Masculino,2016-02-02,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
799,Matutino,Solteiro(a),Feminino,2016-02-02,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
800,Matutino,Solteiro(a),Masculino,2016-02-02,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
801,Matutino,Solteiro(a),Masculino,2016-02-02,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
802,Matutino,Casado(a),Feminino,2016-02-02,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
803,Matutino,Solteiro(a),Masculino,2016-02-02,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
804,Noturno,Solteiro(a),Masculino,2016-02-01,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
805,Noturno,Solteiro(a),Masculino,2016-02-01,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
806,Noturno,Solteiro(a),Feminino,2016-02-01,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL -  MÓDULO I,Meio Ambiente (Ambiente e Saúde)
807,Noturno,Casado(a),Masculino,2016-02-01,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL -  MÓDULO I,Meio Ambiente (Ambiente e Saúde)
808,Noturno,Casado(a),Masculino,2016-02-01,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL -  MÓDULO I,Meio Ambiente (Ambiente e Saúde)
809,Noturno,Solteiro(a),Masculino,2016-02-01,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL -  MÓDULO I,Meio Ambiente (Ambiente e Saúde)
810,Noturno,Solteiro(a),Feminino,2016-02-01,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL -  MÓDULO I,Meio Ambiente (Ambiente e Saúde)
811,Noturno,Solteiro(a),Masculino,2016-02-01,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
812,Matutino,Solteiro(a),Feminino,2016-02-01,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
813,Matutino,Solteiro(a),Feminino,2016-02-01,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
814,Matutino,Casado(a),Feminino,2016-02-01,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
815,Matutino,Solteiro(a),Masculino,2016-02-01,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
816,Matutino,Solteiro(a),Masculino,2016-02-01,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo I,Design
817,Noturno,Solteiro(a),Masculino,2015-12-14,Outros Motivos,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
818,Noturno,Solteiro(a),Masculino,2015-12-11,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
819,Noturno,Solteiro(a),Masculino,2015-11-23,Outros Motivos,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - IV MÓDULO,Informática
820,Matutino,Solteiro(a),Masculino,2015-11-10,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
821,Matutino,Solteiro(a),Masculino,2015-11-03,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - II MÓDULO ,Informática
822,Matutino,Solteiro(a),Masculino,2015-10-31,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
823,Matutino,Solteiro(a),Masculino,2015-10-29,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
824,Noturno,Casado(a),Masculino,2015-10-29,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
825,Noturno,Outros,Masculino,2015-10-29,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
826,Noturno,Outros,Masculino,2015-10-28,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
827,Noturno,Solteiro(a),Masculino,2015-10-28,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
828,Noturno,Solteiro(a),Masculino,2015-10-27,Motivo de Saúde,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
829,Matutino,Solteiro(a),Feminino,2015-10-26,Outros Motivos,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
830,Matutino,Solteiro(a),Masculino,2015-10-26,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - MÓDULO 3,Informática
831,Matutino,Solteiro(a),Feminino,2015-10-22,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - III MÓDULO,Informática
832,Noturno,Solteiro(a),Masculino,2015-10-22,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
833,Noturno,Solteiro(a),Feminino,2015-10-20,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
834,Matutino,Solteiro(a),Masculino,2015-10-19,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
835,Noturno,Solteiro(a),Masculino,2015-10-19,Motivo de Saúde,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
836,Noturno,Casado(a),Masculino,2015-10-19,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - II MÓDULO,Informática
837,Noturno,Solteiro(a),Masculino,2015-10-19,Motivo de Estudo,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - III MÓDULO,Informática
838,Matutino,Solteiro(a),Feminino,2015-10-15,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
839,Noturno,Solteiro(a),Masculino,2015-10-14,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
840,Noturno,Solteiro(a),Masculino,2015-10-13,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
841,Matutino,Solteiro(a),Masculino,2015-10-09,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
842,Noturno,Solteiro(a),Masculino,2015-10-07,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
